ID,Label,Definition,Classification,symptoms
http://purl.obolibrary.org/obo/MFOMD_0000133,resistance,"The inability or unwillingness of a patient in psychoanalysis to discuss certain ideas, desires, or experiences.


http://www.apa.org/research/action/glossary.aspx",,
http://purl.obolibrary.org/obo/NBO_0000614,visual communication behavior,"""Communication behavior related to the conveyance of ideas and information through creation of visual representations."" [wikipedia:Visual_communication]",,
http://purl.obolibrary.org/obo/DOID_13351,pedophilia,,,
http://purl.obolibrary.org/obo/GO_0050977,magnetoreception by sensory perception of chemical stimulus,"The series of events required for an organism to receive a chemical stimulus relating to a magnetic field, convert it to a molecular signal, and recognize and characterize the signal. It is believed that organisms such as birds and salamanders use a 'chemical compass': chemical reactions that involve transitions between different spin states can be influenced by magnetic fields and by detecting the different product ratios, these organisms can perceive the direction of the magnetic field. The mechanism by which this is detected is not certain but it may also involve light stimuli.",,
http://purl.obolibrary.org/obo/NBO_0000179,sensitization,"""An increase in behavioral responses following repeated applications of a particular stimulus."" [wikipedia:Sensitization]",,
http://purl.obolibrary.org/obo/MF_0000202,personality,"A personality is a complex sum of dispositions and predispositions towards mental processes and behaviour. It inheres in a person.|Personality is not the same as mood, although a person may have a personality that includes a predisposition to moods of certain types, moods may come and go but a personality stays relatively constant, not appearing and disappearing. Personality typically changes slowly over time.",,
http://purl.obolibrary.org/obo/DOID_11385,expressive language disorder,"A language disorder that involves difficulties with verbal and written expression characterized by an ability to use expressive spoken language that is markedly below the appropriate level for the mental age, but with a language comprehension that is within normal limits.",,
http://purl.obolibrary.org/obo/MFOMD_0000195,substance-induced sexual dysfunction,"
Depending on the substance involved, the dysfunction may involve impaired desire, impaired arousal, impaired orgasm, or sexual pain.",,
http://purl.obolibrary.org/obo/NBO_0000536,circadian regulation of heart rate,"""Any process in which an organism modulates its heart rate at different values with a regularity of approximately 24 hours."" [GOC:rl]",,
http://purl.obolibrary.org/obo/NBO_0000583,vibrissae reflex,"""Change position in response to stimulation of the whiskers."" [JAX:<new dbxref>]",,
http://purl.obolibrary.org/obo/NBO_0001915,cocaine consumption,"""Behavior related to the intake of cocaine."" [NBOC:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000210,avoidance learning behavior,,,
http://purl.obolibrary.org/obo/MFOMD_0000055,sex addiction,A process addiction in which the subject compulsively performs sexual activity.,,
http://purl.obolibrary.org/obo/OGMS_0000093,prognosis,A hypothesis about some future part of a disease course.,,
http://purl.obolibrary.org/obo/DOID_4970,prosopagnosia,An agnosia that results in the loss of the ability to consciously recognize familiar faces.,,
http://purl.obolibrary.org/obo/NBO_0001536,behavioral response to radiation,"""Behavior as a result of an electromagnetic radiation stimulus."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/BFO_0000140,continuant fiat boundary,"b is a continuant fiat boundary = Def. b is an immaterial entity that is of zero, one or two dimensions and does not include a spatial region as part. (axiom label in BFO2 Reference: [029-001])",,
http://purl.obolibrary.org/obo/MF_0000033,mental disposition,A mental disposition is a bodily disposition that is realized in a mental process.,,
http://purl.obolibrary.org/obo/NBO_0000613,nonverbal communication behavior,"""Communication behavior related to the process of conveying meaning in the form of non-word messages through for example gesture, body language or posture; facial expression and eye contact etc."" [wikipedia:.wikipedia.org/wiki/Nonverbal_communication]",,
http://purl.obolibrary.org/obo/NBO_0000178,habituation,"""Gradual decrease in behavioral responses with repeated encounters of a particular stimulus, which proves of no consequence."" [wikipedia:Habituation]",,
http://purl.obolibrary.org/obo/GO_0050978,magnetoreception by sensory perception of electrical stimulus,"The series of events required for an organism to receive an electrical stimulus relating to a magnetic field, convert it to a molecular signal, and recognize and characterize the signal. Movement in a magnetic field results in an induced electric field, which can be perceived by organisms such as elasmobranch fish.",,
http://purl.obolibrary.org/obo/MFOMD_0000095,brief psychotic disorder,"Is a disorder that lasts more than one day and remits by one month.

DSM-IV-TR (american Psychiatric Association)",298.8,
http://purl.obolibrary.org/obo/OGMS_0000097,health care encounter,A temporally-connected health care process that has as participants an organization or person realizing the health care provider role and a person realizing the patient role.  The health care provider role and patient are realized during the health care encounter,,
http://purl.obolibrary.org/obo/DOID_2303,stereotypic movement disorder,"A specific developmental disorder that is characterized by repeated, rhythmic, purposeless movements or activities such as head banging, nail biting, or body rocking.",,
http://purl.obolibrary.org/obo/DOID_11507,rumination disorder,An eating disorder that is characterized by effortless regurgitation of most meals following consumption.,,
http://purl.obolibrary.org/obo/MF_0000203,personality trait,A personality trait is an individual disposition or predisposition that forms part of an overall personality and is realized in repeated occurrences of a specific mental process type or behavioural profile.,,
http://purl.obolibrary.org/obo/NBO_0000548,male sexual activity,"""Behaviour related to the male activity which primary purpose is the sexual reproduction."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000559,maternal grooming,"""Behavior related to the activity in which a mother cleans or maintains the body or the appearance of her offsprings."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/DOID_0060041,autism spectrum disorder,"A pervasive developmental disorder that is a spectrum of psychological conditions. The disease has_symptom widespread abnormalities of social interactions and communication, has_symptom severely restricted interests and has_symptom highly repetitive behavior.|
Disorders characterized by social deficits and communication difficulties, stereotyped or repetitive behaviors and interests, and in some cases, cognitive delays.

http://en.wikipedia.org/wiki/Autism_spectrum|The DSM-5 diagnosis encompasses previous diagnoses (from DSM_IV-TR) of autistic disorder, Asperger's disorder, childhood disintegrative disorder, and PDD-NOS. Rather than categorizing these diagnoses, the DSM-5 will adopt a dimensional approach to diagnosing disorders that fall underneath the autism spectrum umbrella. 
",,
http://purl.obolibrary.org/obo/DOID_2768,transient tic disorder,"A tic disorder that consists of multiple motor and/or phonic tics with duration of at least 4 weeks, but less than 12 months.",,
http://purl.obolibrary.org/obo/GO_0046958,nonassociative learning,"A simple form of learning whereby the repeated presence of a stimulus leads to a change in the probability or strength of the response to that stimulus. There is no association of one type of stimulus with another, rather it is a generalized response to the environment.",,
http://purl.obolibrary.org/obo/NBO_0000582,vestibulospinal reflex,"""A reflex that originates with vestibular stimulation and control body posture."" [NBO:GVG]",,
