idPessoa,data_hora,trabalho_proprio,historico_familiar,tratamento,interferencia_trabalho,trabalho_remoto,empresa_ti,conhece_opcoes,programa_saude,busca_tratamento,anonimidade,licenca_medica,mental_consequencia,fisica_consequencia,mental_entrevista,fisica_entrevista,mental_fisica,houve_consequencias
762,2014-08-28 11:40:11,No,Yes,Yes,Sometimes,No,Yes,No,No,No,Don't know,Very easy,No,No,Maybe,Maybe,Yes,No
763,2014-08-28 11:44:43,No,Yes,Yes,Sometimes,No,Yes,No,No,No,No,Very difficult,Yes,Yes,No,No,No,No
764,2014-08-28 11:47:35,No,No,Yes,Sometimes,No,Yes,Not sure,Yes,Don't know,Don't know,Somewhat easy,Yes,No,No,Maybe,No,No
765,2014-08-28 11:48:12,Yes,No,No,NA,No,Yes,No,Yes,No,Yes,Somewhat easy,No,No,Maybe,Maybe,Yes,No
766,2014-08-28 11:50:06,Yes,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Yes,No,No,No,No
767,2014-08-28 11:50:28,No,No,No,Never,No,Yes,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,Yes,Yes,Don't know,No
768,2014-08-28 11:54:23,No,No,Yes,Never,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,No
769,2014-08-28 11:58:21,No,No,No,Never,No,Yes,Not sure,No,No,Don't know,Somewhat easy,No,No,Maybe,Yes,Don't know,No
770,2014-08-28 11:59:23,No,No,Yes,Sometimes,No,No,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Don't know,No
771,2014-08-28 12:02:59,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,No,No,Yes,Very easy,Maybe,Maybe,No,No,Yes,No
772,2014-08-28 12:05:41,No,No,No,NA,No,No,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,Yes,Don't know,No
773,2014-08-28 12:06:55,No,No,No,NA,No,No,Not sure,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,No
774,2014-08-28 12:07:28,No,Yes,Yes,Rarely,No,Yes,No,No,No,Yes,Somewhat easy,Yes,No,No,Maybe,No,Yes
775,2014-08-28 12:08:30,No,No,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Very easy,Yes,No,No,Maybe,No,Yes
776,2014-08-28 12:09:18,No,No,No,Sometimes,Yes,Yes,No,No,Don't know,Don't know,Don't know,Maybe,No,No,Maybe,No,No
777,2014-08-28 12:10:08,No,No,Yes,Sometimes,No,No,No,Yes,Yes,Don't know,Don't know,No,No,Yes,Yes,Yes,Yes
778,2014-08-28 12:10:42,No,No,No,NA,No,Yes,Not sure,No,Yes,Don't know,Don't know,Maybe,No,No,No,Don't know,No
779,2014-08-28 12:12:49,No,No,No,NA,No,Yes,No,No,No,Don't know,Don't know,No,No,Maybe,Maybe,Don't know,No
780,2014-08-28 12:15:08,No,No,Yes,Never,No,Yes,No,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,Don't know,No
781,2014-08-28 12:19:34,No,No,Yes,Sometimes,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,No,No,Yes,Yes,Don't know,No
782,2014-08-28 12:19:42,No,Yes,Yes,Sometimes,No,Yes,Not sure,Don't know,Don't know,Yes,Very easy,No,No,No,Maybe,Yes,No
783,2014-08-28 12:22:14,Yes,No,No,NA,No,Yes,No,No,No,Don't know,Don't know,No,No,No,Maybe,Don't know,No
784,2014-08-28 12:23:37,No,No,No,NA,No,Yes,No,No,No,Don't know,Don't know,No,No,No,No,Don't know,No
785,2014-08-28 12:30:20,No,Yes,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Don't know,Maybe,No,No,No,No,Yes
786,2014-08-28 12:40:46,Yes,Yes,No,NA,No,Yes,Yes,No,No,Yes,Somewhat easy,No,No,No,Maybe,No,No
787,2014-08-28 12:42:12,No,Yes,Yes,Sometimes,No,Yes,Yes,Don't know,Don't know,Yes,Don't know,Maybe,No,No,Maybe,Don't know,No
788,2014-08-28 12:42:30,No,No,No,NA,Yes,No,No,Don't know,Don't know,Don't know,Somewhat easy,Maybe,No,No,No,Don't know,No
789,2014-08-28 12:44:55,No,No,Yes,Never,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,No,Maybe,Yes,No
790,2014-08-28 12:53:21,No,No,No,Rarely,No,Yes,Not sure,No,No,Don't know,Somewhat easy,No,No,No,Maybe,Don't know,Yes
791,2014-08-28 13:01:26,No,No,Yes,Sometimes,No,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,No,No,Don't know,No
792,2014-08-28 13:04:30,No,No,Yes,Often,Yes,Yes,Not sure,No,No,Yes,Somewhat difficult,Yes,No,No,Yes,No,Yes
793,2014-08-28 13:08:36,No,No,Yes,Sometimes,No,No,No,No,No,Yes,Very difficult,Yes,Maybe,No,Yes,No,Yes
794,2014-08-28 13:11:05,No,Yes,Yes,Sometimes,No,Yes,Not sure,Don't know,Don't know,Don't know,Very difficult,Yes,Maybe,No,Maybe,No,Yes
795,2014-08-28 13:17:40,No,No,No,Never,No,Yes,Yes,No,No,Don't know,Somewhat easy,Maybe,No,No,Maybe,No,Yes
796,2014-08-28 13:26:17,No,Yes,Yes,Often,No,Yes,No,No,Don't know,Don't know,Don't know,Yes,No,No,No,Don't know,No
797,2014-08-28 13:32:37,No,No,No,NA,No,Yes,No,No,No,Don't know,Don't know,Maybe,No,Maybe,Yes,No,Yes
798,2014-08-28 13:34:57,No,Yes,No,NA,No,Yes,No,No,No,Don't know,Don't know,Maybe,No,No,Yes,No,No
799,2014-08-28 13:35:25,No,No,Yes,Sometimes,Yes,Yes,No,Don't know,Don't know,Don't know,Very easy,Maybe,No,No,Maybe,Yes,No
800,2014-08-28 13:39:12,No,No,No,Never,No,No,Yes,Yes,No,Yes,Very easy,Yes,Maybe,No,Maybe,Don't know,No
801,2014-08-28 13:39:40,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Don't know,Very easy,No,No,Maybe,Maybe,Yes,No
802,2014-08-28 13:40:08,No,No,No,NA,Yes,Yes,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,Don't know,No
803,2014-08-28 13:41:51,No,No,No,NA,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,No,No,Yes,No
804,2014-08-28 13:47:37,No,No,No,NA,No,Yes,Not sure,No,Don't know,Don't know,Somewhat easy,Maybe,Maybe,Maybe,Maybe,Don't know,No
805,2014-08-28 13:47:57,No,No,Yes,Sometimes,No,Yes,Yes,No,No,Don't know,Somewhat difficult,Yes,Maybe,No,No,No,Yes
806,2014-08-28 13:48:30,No,Yes,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Don't know,Maybe,No,No,No,Don't know,Yes
807,2014-08-28 13:54:47,No,Yes,No,NA,No,Yes,No,No,Don't know,Don't know,Don't know,No,No,No,Maybe,Yes,No
808,2014-08-28 13:57:01,No,No,No,NA,Yes,Yes,Not sure,No,Don't know,Don't know,Very easy,No,No,Maybe,Maybe,Yes,No
809,2014-08-28 14:00:02,No,Yes,No,Sometimes,No,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,No,No,Maybe,No,No
810,2014-08-28 14:01:56,No,No,No,Never,No,Yes,No,No,No,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
811,2014-08-28 14:02:07,No,No,Yes,Sometimes,No,Yes,No,No,No,Don't know,Somewhat difficult,No,No,No,Maybe,No,No
812,2014-08-28 14:04:54,No,No,Yes,Often,No,No,No,No,No,Yes,Very difficult,Yes,No,No,Yes,No,Yes
813,2014-08-28 14:12:58,No,No,Yes,Never,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Don't know,No
814,2014-08-28 14:15:02,Yes,No,No,Sometimes,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,No,No,Don't know,No
815,2014-08-28 14:31:00,No,No,No,Sometimes,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Yes,No,No,Yes,Don't know,No
816,2014-08-28 14:38:50,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Very difficult,Maybe,No,No,No,Don't know,No
817,2014-08-28 14:41:47,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,No,No,No,Very easy,Yes,Yes,No,No,Yes,No
818,2014-08-28 14:46:08,Yes,No,Yes,Sometimes,Yes,Yes,Not sure,Yes,Yes,Yes,Very easy,No,No,Maybe,Maybe,Yes,No
819,2014-08-28 14:51:46,Yes,Yes,Yes,Often,No,Yes,Yes,Yes,No,Don't know,Somewhat easy,No,No,Maybe,Yes,Yes,No
820,2014-08-28 14:52:46,No,Yes,Yes,Sometimes,No,No,Not sure,Yes,Don't know,Don't know,Don't know,Yes,Maybe,No,No,Don't know,No
821,2014-08-28 14:53:02,Yes,Yes,Yes,Often,No,Yes,Yes,Yes,No,Don't know,Somewhat easy,No,No,Maybe,Yes,Yes,No
822,2014-08-28 14:53:32,No,No,No,Never,Yes,Yes,Yes,No,No,No,Very difficult,Yes,Yes,No,No,Don't know,No
823,2014-08-28 14:57:10,No,No,No,NA,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,No,Maybe,Yes,No
824,2014-08-28 15:01:46,No,No,No,NA,No,Yes,No,Yes,Yes,Don't know,Don't know,No,No,No,Maybe,Don't know,No
825,2014-08-28 15:25:39,No,Yes,No,Often,No,Yes,No,No,No,No,Very difficult,Yes,Yes,No,No,No,Yes
826,2014-08-28 15:32:03,No,No,No,Never,No,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Maybe,Maybe,Yes,No
827,2014-08-28 15:37:04,Yes,No,No,Sometimes,Yes,Yes,Not sure,No,No,Don't know,Somewhat easy,Yes,Maybe,No,No,Don't know,No
828,2014-08-28 15:40:32,No,No,Yes,Rarely,No,Yes,No,No,No,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
829,2014-08-28 15:43:37,No,Yes,Yes,Sometimes,No,No,Yes,No,No,Yes,Don't know,No,No,No,No,Yes,No
830,2014-08-28 15:48:12,No,Yes,No,Sometimes,Yes,No,Yes,No,Yes,Yes,Very easy,Maybe,No,No,No,Yes,No
831,2014-08-28 15:50:12,No,No,No,Never,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
832,2014-08-28 15:50:44,No,No,Yes,Rarely,No,Yes,Yes,No,No,Yes,Very easy,No,No,No,No,Yes,No
833,2014-08-28 15:54:35,No,Yes,Yes,Rarely,No,Yes,Not sure,Don't know,No,Don't know,Don't know,No,No,No,Maybe,Don't know,No
834,2014-08-28 15:56:47,No,No,Yes,Sometimes,No,Yes,No,No,No,Don't know,Don't know,Yes,No,No,Yes,Don't know,No
835,2014-08-28 16:09:35,No,Yes,Yes,Sometimes,No,No,No,No,No,Don't know,Somewhat difficult,Maybe,No,No,Maybe,No,Yes
836,2014-08-28 16:17:09,No,Yes,Yes,Often,No,Yes,Yes,No,No,Yes,Very easy,No,No,No,Yes,No,Yes
837,2014-08-28 16:31:00,No,No,No,NA,Yes,Yes,No,No,Don't know,Don't know,Very difficult,Yes,Yes,No,No,No,No
838,2014-08-28 16:42:49,No,Yes,No,NA,No,No,No,No,No,Don't know,Very easy,Maybe,No,No,Maybe,Don't know,No
839,2014-08-28 16:52:23,No,No,No,Rarely,No,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,No,No,No,No,No,No
840,2014-08-28 16:52:34,No,No,Yes,Sometimes,No,No,No,No,Don't know,Don't know,Very difficult,Maybe,No,No,No,Don't know,No
841,2014-08-28 16:52:34,Yes,No,No,Sometimes,Yes,Yes,No,No,No,Don't know,Somewhat difficult,No,No,No,Maybe,Don't know,Yes
842,2014-08-28 16:54:49,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Don't know,Somewhat difficult,No,No,Maybe,Maybe,Don't know,No
843,2014-08-28 16:55:07,No,No,No,Sometimes,No,Yes,Not sure,Yes,Don't know,Don't know,Don't know,Maybe,No,No,No,Don't know,No
844,2014-08-28 16:55:31,No,Yes,No,NA,No,No,No,No,No,Yes,Somewhat difficult,No,No,No,No,Don't know,No
845,2014-08-28 16:56:26,No,No,No,Sometimes,No,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Yes,Yes,No,No,No,No
846,2014-08-28 16:56:57,No,No,Yes,Sometimes,No,Yes,No,Yes,Don't know,Yes,Don't know,Maybe,No,No,No,Don't know,No
847,2014-08-28 16:56:58,Yes,No,Yes,Sometimes,No,Yes,No,No,No,Don't know,Very easy,No,No,No,No,Yes,No
848,2014-08-28 16:57:07,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,No,No,Yes,No
849,2014-08-28 16:57:46,No,No,No,Rarely,No,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,No,Maybe,Don't know,No
850,2014-08-28 16:57:49,No,No,Yes,Sometimes,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,Maybe,No,No,Maybe,Don't know,No
851,2014-08-28 16:58:33,No,Yes,No,NA,Yes,Yes,Yes,No,Don't know,Yes,Don't know,Maybe,No,No,No,Don't know,No
852,2014-08-28 16:58:33,No,Yes,No,Never,No,No,No,No,No,Yes,Somewhat easy,Maybe,No,No,Maybe,Don't know,No
853,2014-08-28 16:58:50,No,No,No,Sometimes,Yes,Yes,No,No,No,Don't know,Very difficult,Yes,Maybe,No,Maybe,Don't know,No
854,2014-08-28 17:01:06,No,Yes,No,NA,No,Yes,Not sure,No,No,Don't know,Don't know,Maybe,No,No,No,Don't know,No
855,2014-08-28 17:01:21,No,Yes,No,NA,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,No
856,2014-08-28 17:01:25,No,No,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,No,No,Yes,No
857,2014-08-28 17:02:27,No,No,No,NA,No,Yes,Not sure,Don't know,No,Yes,Somewhat easy,No,No,No,Maybe,Don't know,No
858,2014-08-28 17:02:29,No,No,No,NA,No,Yes,No,No,No,Don't know,Don't know,Maybe,No,No,No,No,No
859,2014-08-28 17:02:56,No,Yes,Yes,Rarely,No,No,No,No,No,No,Don't know,Yes,Maybe,No,No,No,No
860,2014-08-28 17:02:44,No,Yes,Yes,Rarely,No,No,No,No,No,No,Don't know,Yes,Maybe,No,No,No,No
861,2014-08-28 17:03:42,Yes,No,Yes,Rarely,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Somewhat difficult,No,No,Maybe,Maybe,Yes,No
862,2014-08-28 17:07:11,No,No,No,Never,No,No,No,Don't know,Don't know,Don't know,Don't know,Maybe,No,Maybe,Maybe,Don't know,No
863,2014-08-28 17:07:28,No,Yes,Yes,Often,Yes,Yes,Yes,No,No,Don't know,Very difficult,Yes,No,No,Maybe,No,No
864,2014-08-28 17:07:39,No,No,Yes,Rarely,No,No,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,No,Maybe,Yes,No
865,2014-08-28 17:08:16,No,No,No,NA,Yes,Yes,No,No,No,No,Somewhat difficult,Yes,Maybe,No,Yes,No,Yes
866,2014-08-28 17:09:03,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Don't know,Somewhat easy,Maybe,Maybe,No,No,Don't know,No
867,2014-08-28 17:10:00,No,No,No,NA,Yes,Yes,Yes,No,No,Don't know,Very difficult,Maybe,Maybe,Maybe,Maybe,No,No
868,2014-08-28 17:10:04,Yes,No,No,Sometimes,Yes,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Maybe,Maybe,No,No
869,2014-08-28 17:10:08,Yes,No,No,NA,Yes,Yes,No,No,Don't know,Don't know,Don't know,No,No,No,Maybe,Don't know,No
870,2014-08-28 17:11:48,No,No,Yes,Rarely,Yes,Yes,Yes,Don't know,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No
871,2014-08-28 17:12:30,No,Yes,Yes,Sometimes,No,Yes,No,No,No,Don't know,Somewhat difficult,Maybe,No,No,Yes,Don't know,Yes
872,2014-08-28 17:14:31,No,No,No,NA,No,No,Yes,Yes,Yes,Yes,Don't know,Maybe,Maybe,No,Yes,No,Yes
873,2014-08-28 17:16:53,No,No,No,NA,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,No,No,Don't know,No
874,2014-08-28 17:19:05,No,Yes,No,NA,No,No,Yes,No,No,Yes,Very easy,Maybe,No,No,No,No,No
875,2014-08-28 17:19:27,Yes,Yes,Yes,Sometimes,Yes,Yes,Not sure,No,Don't know,Don't know,Very difficult,Yes,No,No,Maybe,Don't know,No
876,2014-08-28 17:19:53,No,No,No,NA,No,Yes,No,Yes,No,Yes,Somewhat easy,Maybe,No,No,Maybe,No,No
877,2014-08-28 17:20:23,No,No,No,NA,No,No,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
878,2014-08-28 17:20:41,No,Yes,No,Never,No,No,No,No,Yes,Don't know,Somewhat easy,Yes,Maybe,No,Maybe,Don't know,No
879,2014-08-28 17:21:01,No,No,Yes,Never,No,Yes,Yes,No,Don't know,Yes,Very easy,Maybe,No,No,No,Don't know,No
880,2014-08-28 17:21:43,No,Yes,Yes,Sometimes,No,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,No,No,Yes,No
881,2014-08-28 17:22:18,No,No,No,Never,Yes,Yes,Yes,Don't know,Don't know,Yes,Very easy,No,No,Maybe,Maybe,Yes,No
882,2014-08-28 17:22:53,No,No,No,Never,Yes,Yes,No,Yes,Don't know,Don't know,Don't know,Maybe,No,No,No,Yes,Yes
883,2014-08-28 17:23:19,Yes,No,No,Never,No,Yes,No,No,Don't know,Don't know,Somewhat difficult,No,No,Yes,Yes,Yes,No
884,2014-08-28 17:27:03,No,Yes,Yes,Sometimes,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,Maybe,No,Maybe,No,No
885,2014-08-28 17:27:47,No,Yes,No,Never,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,No,No,Don't know,No
886,2014-08-28 17:28:46,No,No,Yes,Rarely,No,Yes,Not sure,No,No,Don't know,Don't know,No,No,No,No,Don't know,No
887,2014-08-28 17:28:58,No,Yes,No,NA,No,No,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,No,Maybe,No,No
888,2014-08-28 17:31:06,Yes,No,No,NA,No,Yes,No,No,No,Yes,Very easy,No,No,No,No,Yes,No
889,2014-08-28 17:33:05,No,Yes,No,Sometimes,No,Yes,No,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,Don't know,Yes
890,2014-08-28 17:33:20,Yes,Yes,No,Sometimes,Yes,No,Not sure,Don't know,Yes,Don't know,Don't know,Maybe,Maybe,No,Maybe,Don't know,No
891,2014-08-28 17:34:30,Yes,Yes,Yes,Rarely,Yes,Yes,Yes,No,No,Don't know,Very difficult,Yes,No,No,Maybe,Don't know,No
892,2014-08-28 17:35:14,No,Yes,No,NA,No,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,No,No,Don't know,No
893,2014-08-28 17:36:48,No,Yes,No,Never,No,Yes,No,Don't know,Yes,Don't know,Very difficult,Yes,Yes,Maybe,Maybe,No,No
894,2014-08-28 17:39:06,No,Yes,Yes,Often,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,Maybe,No,Yes,Don't know,No
895,2014-08-28 17:45:21,No,No,No,NA,No,No,Not sure,No,Don't know,Don't know,Somewhat difficult,No,No,No,No,Don't know,No
896,2014-08-28 17:46:37,No,No,No,Never,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,No,No,Yes,No
897,2014-08-28 17:47:45,Yes,No,Yes,Sometimes,Yes,Yes,Not sure,No,No,Yes,Somewhat difficult,Maybe,Maybe,No,No,Don't know,No
898,2014-08-28 17:47:49,Yes,No,No,Never,Yes,Yes,Yes,No,No,Yes,Somewhat easy,No,No,No,Maybe,Yes,No
899,2014-08-28 17:50:32,No,No,No,Sometimes,Yes,Yes,No,No,Don't know,Don't know,Somewhat easy,No,No,No,Maybe,No,No
900,2014-08-28 17:56:02,No,Yes,Yes,Rarely,No,No,No,No,No,Don't know,Don't know,Yes,Maybe,No,Maybe,No,No
901,2014-08-28 17:57:39,No,Yes,Yes,Rarely,No,Yes,No,No,No,Don't know,Very difficult,Yes,Yes,No,No,No,Yes
902,2014-08-28 17:57:42,Yes,No,Yes,Often,No,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,Maybe,No,No,Yes,Yes
903,2014-08-28 17:59:31,Yes,No,No,NA,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,No,Maybe,Yes,No
904,2014-08-28 17:59:54,Yes,No,No,Never,No,Yes,Yes,No,No,Yes,Somewhat difficult,No,No,Maybe,Maybe,Don't know,No
905,2014-08-28 17:59:57,No,Yes,Yes,Sometimes,No,Yes,Yes,No,Yes,Yes,Somewhat difficult,Yes,Maybe,No,Maybe,No,Yes
906,2014-08-28 18:01:00,No,No,No,NA,Yes,Yes,No,Yes,Yes,Don't know,Don't know,Yes,Maybe,No,No,Don't know,No
907,2014-08-28 18:02:09,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,Don't know,Don't know,Yes,Yes,No,No,No,No
908,2014-08-28 18:07:42,No,No,Yes,Rarely,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
909,2014-08-28 18:17:41,No,No,Yes,Never,No,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,Maybe,No,Maybe,Yes,Yes
910,2014-08-28 18:18:43,No,No,Yes,Sometimes,No,Yes,No,No,No,Don't know,Somewhat easy,Yes,No,No,Maybe,No,Yes
911,2014-08-28 18:21:23,No,No,Yes,Rarely,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Don't know,No
912,2014-08-28 18:21:58,No,Yes,Yes,Often,Yes,Yes,No,No,No,Don't know,Very easy,No,No,No,No,Don't know,No
913,2014-08-28 18:26:35,No,Yes,Yes,Sometimes,No,Yes,Yes,No,Yes,Don't know,Somewhat easy,No,No,No,No,Don't know,No
914,2014-08-28 18:50:47,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Yes,Somewhat easy,No,No,No,No,Don't know,No
915,2014-08-28 19:03:47,No,No,Yes,Sometimes,No,Yes,No,No,No,Don't know,Somewhat difficult,Yes,Maybe,No,Maybe,No,No
916,2014-08-28 19:04:05,Yes,No,No,Never,Yes,Yes,Yes,No,No,Yes,Somewhat easy,Maybe,Maybe,Maybe,Maybe,Don't know,No
917,2014-08-28 19:15:35,Yes,No,Yes,Sometimes,Yes,Yes,No,No,No,Yes,Somewhat difficult,No,No,No,No,Yes,No
918,2014-08-28 19:26:03,No,No,No,NA,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,No
919,2014-08-28 19:28:27,No,Yes,Yes,Often,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Yes,Yes,No,No,Don't know,No
920,2014-08-28 19:35:39,No,Yes,No,Sometimes,No,Yes,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,No,Yes,Don't know,No
921,2014-08-28 20:12:08,No,Yes,Yes,Rarely,No,No,Yes,No,Yes,Yes,Somewhat difficult,Maybe,No,No,No,No,No
922,2014-08-28 20:31:02,No,Yes,Yes,Sometimes,No,No,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Yes,No
923,2014-08-28 20:49:55,No,No,Yes,Sometimes,No,No,Yes,Don't know,No,Yes,Somewhat difficult,Yes,Maybe,No,Yes,No,Yes
924,2014-08-28 21:22:40,No,Yes,No,NA,No,Yes,No,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,Yes,No
925,2014-08-28 21:24:48,No,No,No,Sometimes,No,Yes,No,Yes,No,Don't know,Don't know,Yes,Maybe,No,No,Don't know,No
926,2014-08-28 21:27:19,No,Yes,No,Sometimes,No,No,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,Maybe,No,No
927,2014-08-28 21:30:35,No,No,No,NA,No,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Maybe,Maybe,Yes,No
928,2014-08-28 21:33:32,No,No,No,NA,Yes,Yes,No,No,No,Yes,Don't know,No,No,Maybe,Maybe,Don't know,No
929,2014-08-28 21:38:12,No,Yes,No,Never,No,Yes,No,Don't know,Don't know,Don't know,Very easy,No,No,No,No,Don't know,No
930,2014-08-28 21:41:53,No,Yes,Yes,Sometimes,No,No,Not sure,Yes,Yes,Yes,Somewhat difficult,Maybe,Maybe,No,Maybe,Yes,No
931,2014-08-28 21:47:33,No,No,No,Often,No,Yes,No,No,Yes,Don't know,Very easy,No,No,No,Maybe,Yes,No
932,2014-08-28 22:16:34,No,No,Yes,Sometimes,Yes,Yes,Yes,No,Yes,Yes,Very difficult,Yes,Maybe,No,Maybe,No,Yes
933,2014-08-28 22:17:15,No,Yes,Yes,Sometimes,No,Yes,Not sure,No,No,Don't know,Very difficult,Yes,Yes,No,Maybe,No,No
934,2014-08-28 22:18:41,No,Yes,Yes,Sometimes,No,Yes,Not sure,No,Yes,Yes,Very difficult,Maybe,No,Yes,Yes,No,Yes
935,2014-08-28 22:20:33,Yes,Yes,Yes,Rarely,Yes,No,No,No,No,Yes,Very difficult,Maybe,No,No,No,No,No
936,2014-08-28 22:22:39,No,No,Yes,Often,No,Yes,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,Maybe,Don't know,No
937,2014-08-28 22:23:47,No,Yes,Yes,NA,No,Yes,No,No,Don't know,Don't know,Don't know,No,No,Maybe,Maybe,Yes,Yes
938,2014-08-28 22:35:10,No,No,Yes,Rarely,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,No,No,Don't know,No
939,2014-08-28 22:39:57,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Maybe,Maybe,No,Maybe,No,No
940,2014-08-28 22:46:40,No,Yes,Yes,Rarely,No,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,No,No,No,No,No
941,2014-08-28 23:03:05,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Very difficult,Yes,No,No,Maybe,Don't know,Yes
942,2014-08-28 23:13:18,No,Yes,Yes,Sometimes,No,Yes,Yes,No,Don't know,Yes,Somewhat easy,Maybe,No,No,No,Yes,No
943,2014-08-28 23:16:30,No,Yes,No,Sometimes,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,No,No,No,Don't know,No
944,2014-08-28 23:57:07,No,Yes,Yes,Sometimes,No,Yes,No,Don't know,Don't know,Don't know,Somewhat easy,Maybe,No,No,Maybe,No,No
945,2014-08-29 0:05:07,No,Yes,Yes,Often,No,Yes,Yes,No,No,Yes,Don't know,Yes,No,No,No,No,No
946,2014-08-29 0:06:49,No,No,No,NA,No,No,Yes,Yes,Yes,Don't know,Don't know,No,No,No,No,Yes,No
947,2014-08-29 0:11:17,No,No,Yes,Rarely,No,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Maybe,Yes,Yes,No
948,2014-08-29 0:41:25,No,No,Yes,Sometimes,No,Yes,Yes,Don't know,Yes,Don't know,Very difficult,Maybe,Maybe,No,No,Don't know,No
949,2014-08-29 0:43:37,No,Yes,Yes,Sometimes,No,Yes,Yes,Don't know,Don't know,Yes,Very easy,Maybe,No,No,No,Don't know,No
950,2014-08-29 0:47:09,No,No,Yes,Rarely,No,Yes,Yes,No,No,Yes,Very easy,No,No,Maybe,Maybe,Yes,No
